"SC","名称","決算期","決算発表日（本決算）","売上高（百万円）","営業利益（百万円）","経常利益（百万円）","当期利益（百万円）","総資産（百万円）","自己資本（百万円）","資本金（百万円）","有利子負債（百万円）","自己資本比率","ROE","ROA","発行済株式数"
"5857","アサヒホールディングス","202203","20220427","192442","26446","26372","18735","298387","105137","7790","150926","35.2","18.45","6.9","79708688"
"5900","ダイケン","202202","20220408","9864","374","389","257","15555","12587","481","-","80.9","2.06","1.67","5970480"
"5901","東洋製罐グループホールディングス","202203","20220513","821565","34114","45712","44422","1082282","637348","11094","107451","58.9","7.03","4.19","202862162"
"5902","ホッカンホールディングス","202203","20220512","86329","1324","1488","-1234","142326","52974","11086","52970","37.2","-2.31","-0.85","13469387"
"5903","シンポ","202206","20220805","6207","886","905","532","7118","5666","639","190","79.6","9.72","7.66","6140850"
"5905","日本製罐","202203","20220502","10472","162","220","236","13619","4877","738","2871","35.8","4.61","1.67","1392000"
"5906","エムケー精工","202203","20220428","24855","1080","1205","566","25501","12405","3373","5915","48.6","4.65","2.24","15595050"
"5909","コロナ","202203","20220510","78648","850","1195","939","98304","72780","7449","-","74","1.29","0.95","29342454"
"5911","横河ブリッジホールディングス","202203","20220513","136931","14752","14995","11043","172549","107784","9435","9419","62.5","10.57","6.45","43164802"
"5915","駒井ハルテック","202203","20220513","29552","1510","1803","1345","52526","29092","6619","9001","55.4","4.74","2.63","4972709"
"5918","瀧上工業","202203","20220513","14678","-197","219","138","48814","37103","1361","666","76","0.38","0.3","2697600"
"5921","川岸工業","202209","20221114","22049","1242","1466","951","30766","25718","955","-","83.6","3.75","3.17","3000000"
"5922","那須電機鉄工","202203","20220513","22957","2834","2957","2616","40485","22769","600","5104","56.2","12.12","6.62","1200000"
"5923","高田機工","202203","20220513","15669","763","937","747","24546","19036","5178","2000","77.6","3.95","2.92","2237586"
"5928","アルメタックス","202203","20220512","9541","281","400","353","11061","8552","2160","-","77.3","4.17","3.25","11912515"
"5929","三和ホールディングス","202203","20220513","468956","35487","34122","22842","386237","201650","38413","47706","52.2","11.98","6","231000000"
"5930","文化シヤッター","202203","20220512","182313","9105","9081","6706","169205","82354","15051","11504","48.7","8.05","3.97","72196487"
"5932","三協立山","202205","20220712","340553","3782","4198","395","268470","82565","15000","70302","30.8","0.48","0.15","31554629"
"5933","アルインコ","202203","20220502","55255","1119","1126","451","58234","27498","6361","17388","47.2","1.64","0.79","21039326"
"5935","元旦ビューティ工業","202203","20220516","11233","283","295","163","9162","4667","1266","885","50.9","3.56","1.79","3858030"
"5936","東洋シヤッター","202203","20220512","19737","689","650","412","17736","7518","2024","3652","42.4","5.6","2.39","6387123"
"5938","LIXIL","202203","20220428","1428578","69471","67262","48603","1782882","612385","68418","469539","34.3","8.35","2.76","287109659"
"5939","大谷工業","202203","20220510","6408","172","182","126","5487","3228","655","48","58.8","3.96","2.33","780000"
"5940","不二サッシ","202203","20220512","90430","885","1101","-3326","83315","17890","1709","22467","21.5","-17.04","-3.8","126267824"
"5941","中西製作所","202203","20220513","30074","1638","1755","1117","25883","16951","1445","1200","65.5","6.7","4.31","6306000"
"5942","日本フイルコン","202211","20230113","25950","1060","1685","1077","43478","22316","2685","11015","51.3","4.91","2.55","22167211"
"5943","ノーリツ","202212","20230214","210966","6889","7900","4800","216974","115275","20167","2112","53.1","4.22","2.33","50797651"
"5945","天龍製鋸","202203","20220513","14390","2786","3085","2130","33620","30088","581","-","89.5","7.35","6.61","5573817"
"5946","長府製作所","202212","20230209","49792","2969","5370","3866","138140","128579","7000","-","93.1","3.01","2.81","34739312"
"5947","リンナイ","202203","20220510","366185","35864","39060","23748","512867","343120","6484","-","66.9","6.93","4.7","150063171"
"5949","ユニプレス","202203","20220512","254450","-7593","-4718","-7955","302585","122823","10168","85873","40.6","-6.61","-2.69","47991873"
"5950","日本パワーファスニング","202212","20230214","5354","85","14","40","8001","3457","100","2725","43.2","1.19","0.5","18688540"
"5951","ダイニチ工業","202203","20220513","21087","1362","1543","1073","28963","25069","4058","-","86.6","4.34","3.68","19058587"
"5952","アマテイ","202203","20220510","5084","17","6","2","5231","1183","615","2572","22.6","0.17","0.04","12317000"
"5955","ヤマシナ","202203","20220509","11030","754","785","548","16846","11064","90","1015","65.7","5.02","3.32","143611765"
"5956","トーソー","202203","20220512","20861","785","825","531","20502","13218","1170","1790","64.5","4.11","2.58","10000000"
"5957","日東精工","202212","20230214","44021","2931","3235","1828","53408","30757","3522","2995","57.6","6.09","3.5","39985017"
"5958","三洋工業","202203","20220511","24533","866","1084","735","26239","17143","1760","865","65.3","4.37","2.86","3520000"
"5959","岡部","202212","20230210","76854","5271","5471","3848","103894","67093","6911","12220","64.6","6.04","3.93","49290632"
"5962","浅香工業","202203","20220512","8555","295","318","214","6900","3320","829","1051","48.1","6.55","3.16","1037080"
"5965","フジマック","202212","20230214","32380","1124","1576","992","35729","20113","1471","3676","56.3","5.06","2.83","14272000"
"5966","京都機械工具","202203","20220513","7940","733","759","505","14314","10705","1032","900","74.8","4.81","3.63","2477435"
"5967","TONE","202205","20220713","6446","985","1086","692","9972","8514","605","100","85.4","8.36","7.12","11713000"
"5969","ロブテックス","202203","20220512","6099","383","391","224","8307","4242","960","2695","51.1","5.37","2.69","2000000"
"5970","ジーテクト","202203","20220513","236503","10931","12532","8878","282540","152293","4656","63680","53.9","6.21","3.41","43931260"
"5971","共和工業所","202204","20220610","11659","1501","1549","1082","16362","13334","592","230","81.5","8.46","7.02","1360000"
"5973","トーアミ","202203","20220511","12265","41","133","69","15867","10960","1290","1900","69.1","0.63","0.46","6400000"
"5974","中国工業","202203","20220513","12866","64","142","132","11761","4304","1710","1715","36.6","3.05","1.14","3420000"
"5975","東プレ","202203","20220513","233601","6853","17013","10998","320013","176745","5610","63735","55.2","6.49","3.49","54021824"
"5976","高周波熱錬","202203","20220512","53004","3704","4418","2690","82003","59647","6418","2150","72.7","4.64","3.41","38678700"
"5981","東京製綱","202203","20220512","63780","1621","2021","1306","83725","25502","1000","25221","30.5","5.35","1.56","16268242"
"5982","マルゼン","202202","20220408","52825","3829","4236","2873","61755","41471","3164","-","67.2","7.13","4.91","19780000"
"5983","イワブチ","202203","20220516","10262","414","487","755","22956","17101","1496","548","74.5","4.52","3.52","1100000"
"5984","兼房","202203","20220512","19668","1766","1921","1332","31636","25478","2142","1223","80.5","5.42","4.5","14310000"
"5985","サンコール","202203","20220513","47438","649","1022","904","57932","37143","4808","6591","64.1","2.46","1.62","34057923"
"5986","モリテックスチール","202203","20220513","27564","204","287","254","23832","13182","1848","1188","55.3","1.95","1.09","22558063"
"5987","オーネックス","202206","20220812","5302","113","125","161","9785","5435","878","2786","55.5","2.99","1.61","1660000"
"5988","パイオラックス","202203","20220512","55144","5216","5776","4224","109674","96892","2960","-","88.3","4.46","3.92","38054100"
"5989","エイチワン","202203","20220513","170588","-4046","-3714","-1390","193980","72920","4366","64939","37.6","-1.98","-0.78","28392830"
"5990","スーパーツール","202203","20220427","7957","691","610","414","12311","9487","1902","536","77.1","4.42","3.05","2366078"
"5991","日本発條","202203","20220513","586903","21359","30674","31998","588091","322615","17009","49782","54.9","10.55","5.57","244066144"
"5992","中央発條","202203","20220427","82144","1826","3434","1801","104553","67103","10837","6698","64.2","2.82","1.81","25542396"
"5994","ファインシンター","202203","20220427","38957","435","724","208","51052","18055","2203","15336","35.4","1.18","0.41","4420000"
"5997","協立エアテック","202212","20230213","10596","503","563","363","13840","7682","1683","2050","55.5","4.81","2.7","6000000"
"5998","アドバネクス","202203","20220513","21722","148","354","-82","25208","6914","1000","9964","27.4","-1.24","-0.34","4153370"
"5999","イハラサイエンス","202203","20220512","20607","4375","4634","3312","27630","22034","1564","540","79.7","16.06","12.81","14000000"
"6005","三浦工業","202203","20220513","143543","19441","20421","14415","219154","160196","9544","-","73.1","9.43","6.94","125291112"
"6013","タクマ","202203","20220513","134092","9928","10647","7434","174535","93909","13367","300","53.8","8.08","4.22","83000000"
"6016","ジャパンエンジンコーポレーション","202203","20220512","13164","576","613","548","17410","6665","2215","3334","38.3","8.51","3.2","2800000"
"6018","阪神内燃機工業","202203","20220513","10142","549","594","394","19786","13441","816","-","67.9","2.97","2.02","3239174"
"6022","赤阪鐵工所","202203","20220513","6399","35","197","166","11513","7812","1510","1061","67.9","2.14","1.43","1540000"
"6023","ダイハツディーゼル","202203","20220428","57599","2092","2506","1968","89268","43030","2434","14311","48.2","4.67","2.32","31850000"
"6026","GMOTECH","202212","20230213","5456","226","206","-295","2233","392","100","350","17.6","-67.35","-14.91","1100620"
"6027","弁護士ドットコム","202203","20220513","6877","1139","1149","702","3812","2397","439","-","62.9","30.57","20.31","22329500"
"6028","テクノプロ・ホールディングス","202206","20220808","178756","20641","20967","15430","141968","68718","6929","16417","48.4","24.5","11.87","108421164"
"6029","アトラグループ","202212","20230214","4671","2","15","2","4652","1306","727","1905","28.1","0.15","0.04","9807000"
"6030","アドベンチャー","202206","20220812","11786","2043","2013","1610","20835","9619","3281","3528","46.2","26.99","9.75","7521700"
"6031","サイジニア","202206","20220815","2595","363","354","-1146","3093","1508","65","886","48.8","-129.05","-63.53","6385446"
"6032","インターワークス","202203","20220513","2525","332","371","268","2458","1995","172","-","81.2","13.52","11.74","9800000"
"6033","エクストリーム","202203","20220513","7231","592","714","452","5030","3524","419","194","70.1","13.56","9.25","5497576"
"6034","MRT","202212","20230214","8738","2977","2936","2159","8092","4391","432","691","54.3","65.29","33.02","5715000"
"6035","アイ・アールジャパンホールディングス","202203","20220513","8402","3489","3477","2434","9027","7415","865","200","82.1","34.62","27.92","17839710"
"6036","KeePer技研","202206","20220810","14358","4326","4325","3093","11858","8039","1347","539","67.8","45.47","29.4","28280840"
"6037","ファーストロジック","202207","20220921","1875","1013","1013","686","4705","4364","87","-","92.8","16.58","15.27","11844400"
"6038","イード","202206","20220812","5574","638","638","450","5169","3762","883","300","72.8","12.59","9.1","5062600"
"6039","日本動物高度医療センター","202203","20220512","2979","439","438","286","6966","2509","385","3921","36","11.81","4.47","2836200"
"6040","日本スキー場開発","202207","20220909","5569","254","345","32","7195","4777","1000","1235","66.4","0.66","0.45","16002900"
"6042","ニッキ","202203","20220513","8844","1084","1372","923","17839","9124","500","3889","51.1","10.66","5.92","2000000"
"6044","三機サービス","202205","20220714","11581","221","224","154","5081","3017","616","294","59.4","5.15","3.03","6583485"
"6045","レントラックス","202203","20220516","2455","793","800","438","6250","2690","440","1588","43","17.73","7.72","7975800"
